Column1,speler_code,team_naam,meting,Staande.lengte,Zittende.lengte,Beenlengte,Zithoogte,Gewicht,Maturity.Offset,Balance.Beam.6cm,Balance.Beam.4.5cm,Balance.Beam.3cm,Balance.beam.totaal,Zijwaarts.springen.1,Zijwaarts.springen.2,Zijwaarts.springen.totaal,Zijwaarts.verplaatsen.1,Zijwaarts.verplaatsen.2,Zijwaarts.verplaatsen.totaal,Oog.hand.coordinatie.1,Oog.hand.coordinatie.2,Oog.hand.coordinatie.Totaal,X10.meter.sprint.1,X10.meter.sprint.2,X10.meter.sprint.beste,X20.meter.sprint.1,X20.meter.sprint.2,X20.meter.sprint.beste,X30.meter.sprint.1,X30.meter.sprint.2,X30.meter.sprint.beste,CoD.links.1,CoD.links.2,CoD.links.beste,CoD.rechts.1,CoD.rechts.2,CoD.rechts.beste,Vertesprong.1,Vertesprong.2,Vertesprong.beste,club_code,datum,geboortedatum
680,mE2U3,Onder 17,2e meting,199.4,145.7,95.2,104.2,84.8,4.36,20.0,23.0,12.0,62.0,67.0,67.0,127.0,34.0,33.0,64.0,42.0,44.0,74.0,1.82,1.81,1.81,3.03,3.23,3.4,4.62,4.38,4.24,7.1,8.31,8.28,7.42,7.96,8.02,2.08,2.25,2.26,EoYnc,2018-04-05,2001-07-10
681,mNyVy,Onder 13,1e meting,152.1,116.4,77.2,74.9,41.9,-2.13,24.0,19.0,9.0,31.0,43.0,45.0,129.0,25.0,27.0,69.0,29.0,33.0,58.0,1.95,2.04,2.01,3.65,3.64,3.64,5.2,5.42,4.74,9.3,8.55,8.99,8.78,8.61,9.91,1.84,1.81,1.73,EoYnc,2013-10-05,2001-11-12
682,mNyVy,Onder 13,2e meting,153.2,117.5,77.2,76.0,45.0,-1.77,21.0,14.0,16.0,52.0,57.0,46.0,89.0,26.0,26.0,39.0,28.0,33.0,72.0,2.02,2.22,1.99,3.51,3.98,3.52,5.22,5.17,4.81,9.65,8.61,9.07,8.99,9.12,8.45,1.74,1.65,1.43,EoYnc,2014-04-05,2001-11-12
683,mNyVy,Onder 14,1e meting,154.3,118.9,76.9,77.4,48.2,-1.35,25.0,14.0,11.0,35.0,48.0,56.0,111.0,26.0,24.0,59.0,33.0,36.0,55.0,2.17,2.1,1.93,3.54,3.49,3.75,5.33,5.23,5.1,8.89,8.57,9.14,8.31,8.33,8.92,1.97,2.14,1.9,EoYnc,2014-10-05,2001-11-12
684,mNyVy,Onder 14,2e meting,155.6,119.7,77.4,78.2,48.0,-1.06,24.0,16.0,10.0,41.0,40.0,47.0,99.0,28.0,35.0,68.0,26.0,37.0,90.0,1.81,1.85,1.87,3.35,3.54,3.04,4.33,5.21,4.82,8.52,8.98,8.0,8.86,8.52,8.55,2.11,1.83,1.9,EoYnc,2015-04-05,2001-11-12
685,mNyVy,Onder 15,1e meting,156.4,120.9,77.0,79.4,48.6,-0.69,20.0,24.0,14.0,56.0,62.0,64.0,120.0,26.0,35.0,61.0,29.0,24.0,77.0,1.87,1.93,1.86,3.08,3.48,3.72,4.25,4.93,4.82,7.93,8.36,8.1,8.48,8.24,8.18,2.15,2.07,2.24,EoYnc,2015-10-05,2001-11-12
686,mNyVy,Onder 15,2e meting,157.8,122.1,77.2,80.6,48.5,-0.32,26.0,20.0,10.0,57.0,45.0,50.0,78.0,35.0,36.0,72.0,21.0,25.0,59.0,1.89,1.87,1.71,3.32,3.13,3.33,4.47,4.63,4.03,8.42,8.23,8.05,8.76,9.06,8.48,1.85,1.94,2.01,EoYnc,2016-04-05,2001-11-12
687,mNyVy,Onder 16,1e meting,158.6,122.8,77.2,81.3,48.2,-0.01,27.0,20.0,17.0,48.0,59.0,56.0,98.0,25.0,32.0,80.0,26.0,24.0,81.0,1.77,1.97,1.92,3.26,3.32,3.12,4.3,4.37,5.31,7.92,7.94,8.01,7.73,8.36,7.12,1.99,1.78,2.21,EoYnc,2016-10-05,2001-11-12
688,mNyVy,Onder 16,2e meting,159.2,123.9,76.8,82.4,49.0,0.37,24.0,21.0,22.0,44.0,52.0,48.0,107.0,29.0,35.0,35.0,39.0,29.0,112.0,1.91,1.95,1.95,3.24,2.98,3.2,4.58,4.24,5.14,8.09,7.94,9.73,8.41,8.08,8.29,2.01,1.56,2.34,EoYnc,2017-04-05,2001-11-12
689,mNyVy,Onder 17,1e meting,160.5,125.0,77.0,83.5,49.8,0.76,24.0,14.0,11.0,65.0,52.0,55.0,109.0,31.0,39.0,63.0,28.0,44.0,61.0,1.78,1.9,1.91,3.09,3.43,3.24,4.29,4.16,4.51,7.92,8.4,8.16,8.77,8.24,7.49,2.49,2.04,2.4,EoYnc,2017-10-05,2001-11-12
690,mNyVy,Onder 17,2e meting,161.3,126.0,76.9,84.5,49.3,1.12,21.0,23.0,21.0,25.0,49.0,53.0,83.0,26.0,31.0,73.0,24.0,45.0,61.0,1.73,1.85,1.83,3.35,3.21,2.81,4.45,4.65,4.39,7.79,8.18,8.2,8.01,7.96,7.52,1.85,2.32,1.75,EoYnc,2018-04-05,2001-11-12
691,nbSrv,Onder 13,1e meting,160.5,119.4,82.6,77.9,41.3,-1.79,27.0,14.0,11.0,46.0,39.0,46.0,131.0,24.0,32.0,66.0,33.0,29.0,55.0,2.09,1.97,2.15,3.28,3.91,3.68,5.13,4.8,4.62,8.67,8.56,8.71,8.7,9.05,9.55,1.71,1.8,2.01,EoYnc,2013-10-05,2001-09-23
692,nbSrv,Onder 13,2e meting,162.3,120.7,83.2,79.2,44.9,-1.39,22.0,19.0,19.0,57.0,39.0,54.0,120.0,27.0,24.0,49.0,25.0,37.0,49.0,2.15,1.93,1.9,3.71,3.52,4.11,5.48,4.86,4.89,9.05,8.94,8.45,8.83,8.35,9.46,1.8,1.88,2.2,EoYnc,2014-04-05,2001-09-23
693,nbSrv,Onder 14,1e meting,162.6,122.2,81.9,80.7,47.9,-0.96,22.0,20.0,11.0,68.0,59.0,58.0,88.0,27.0,32.0,69.0,28.0,26.0,59.0,2.14,1.99,1.92,3.65,3.73,3.56,4.68,5.0,5.11,8.28,9.22,8.69,8.49,8.77,8.64,1.58,1.92,1.87,EoYnc,2014-10-05,2001-09-23
694,nbSrv,Onder 14,2e meting,163.7,122.9,82.3,81.4,48.5,-0.65,20.0,18.0,6.0,44.0,50.0,44.0,113.0,28.0,31.0,71.0,32.0,34.0,70.0,1.81,1.89,1.8,3.16,3.37,3.52,5.33,4.18,4.97,7.97,8.75,8.27,8.62,8.27,8.33,1.61,2.3,2.1,EoYnc,2015-04-05,2001-09-23
695,nbSrv,Onder 15,1e meting,164.7,124.3,81.9,82.8,47.4,-0.27,21.0,17.0,2.0,62.0,50.0,50.0,116.0,32.0,36.0,57.0,23.0,33.0,50.0,2.06,1.85,1.9,3.38,3.25,3.11,4.5,4.66,4.9,8.24,8.22,8.26,8.19,8.72,7.99,1.94,1.88,2.04,EoYnc,2015-10-05,2001-09-23
696,nbSrv,Onder 15,2e meting,166.2,125.3,82.4,83.8,47.5,0.08,24.0,21.0,15.0,42.0,53.0,63.0,90.0,34.0,38.0,69.0,29.0,31.0,62.0,1.78,1.95,1.98,3.23,3.36,3.16,4.3,4.71,4.72,8.83,8.87,8.0,8.11,8.85,8.59,1.92,2.01,2.14,EoYnc,2016-04-05,2001-09-23
697,nbSrv,Onder 16,1e meting,166.5,125.7,82.3,84.2,48.2,0.38,27.0,22.0,18.0,54.0,67.0,52.0,82.0,33.0,30.0,52.0,48.0,57.0,74.0,2.01,1.68,1.92,3.36,3.28,2.93,4.21,4.48,5.18,7.89,7.92,7.08,8.15,8.14,9.29,1.85,1.88,2.23,EoYnc,2016-10-05,2001-09-23
698,nbSrv,Onder 16,2e meting,167.9,126.7,82.7,85.2,48.4,0.74,15.0,14.0,17.0,47.0,55.0,52.0,151.0,30.0,32.0,70.0,35.0,37.0,76.0,1.85,1.94,1.9,2.93,3.04,3.13,4.52,4.56,4.35,7.89,8.3,7.39,8.31,8.39,7.17,2.12,1.89,2.44,EoYnc,2017-04-05,2001-09-23
699,nbSrv,Onder 17,1e meting,168.6,128.2,82.0,86.7,48.0,1.18,23.0,33.0,4.0,50.0,51.0,55.0,119.0,22.0,26.0,67.0,34.0,46.0,79.0,1.71,1.94,1.84,3.23,3.24,3.2,4.08,4.3,4.04,7.98,7.93,7.15,9.05,8.79,8.49,2.2,2.58,1.78,EoYnc,2017-10-05,2001-09-23
700,nbSrv,Onder 17,2e meting,169.6,129.0,82.2,87.5,48.7,1.55,22.0,16.0,12.0,56.0,50.0,59.0,110.0,30.0,28.0,61.0,44.0,47.0,75.0,2.16,2.0,1.73,2.82,3.13,3.08,4.37,4.61,4.2,7.79,8.58,7.89,8.85,7.95,7.41,2.32,2.36,2.16,EoYnc,2018-04-05,2001-09-23
701,NfwRf,Onder 13,1e meting,164.7,124.8,81.4,83.3,46.9,-0.97,28.0,19.0,11.0,52.0,44.0,53.0,122.0,34.0,26.0,41.0,26.0,27.0,67.0,1.9,2.05,2.2,3.61,3.6,3.98,5.2,5.19,5.72,9.68,9.08,8.89,8.53,8.54,8.9,1.77,2.0,1.82,EoYnc,2013-10-05,2001-05-09
702,NfwRf,Onder 13,2e meting,166.0,126.7,80.8,85.2,50.4,-0.47,14.0,26.0,6.0,70.0,57.0,46.0,117.0,24.0,27.0,54.0,29.0,35.0,70.0,2.28,2.21,1.98,3.7,3.76,3.33,5.04,4.99,4.97,8.76,8.96,8.38,8.81,8.28,7.87,2.02,1.67,1.9,EoYnc,2014-04-05,2001-05-09
703,NfwRf,Onder 14,1e meting,166.9,127.2,81.2,85.7,54.1,-0.13,13.0,17.0,11.0,60.0,51.0,47.0,94.0,27.0,23.0,56.0,33.0,32.0,80.0,2.0,2.11,2.04,3.26,3.7,3.28,5.67,4.74,5.06,8.84,8.78,8.33,8.29,8.61,8.69,1.89,1.76,1.89,EoYnc,2014-10-05,2001-05-09
704,NfwRf,Onder 14,2e meting,167.7,128.1,81.1,86.6,54.2,0.22,22.0,30.0,18.0,44.0,52.0,45.0,108.0,31.0,33.0,53.0,25.0,28.0,65.0,1.9,2.08,1.74,3.53,3.32,3.43,5.11,5.29,4.41,8.38,8.87,8.76,8.3,8.89,8.5,1.85,1.63,1.87,EoYnc,2015-04-05,2001-05-09
705,NfwRf,Onder 15,1e meting,169.5,128.9,82.1,87.4,54.1,0.56,14.0,11.0,23.0,62.0,52.0,50.0,123.0,25.0,34.0,53.0,33.0,36.0,76.0,2.0,2.02,1.88,3.15,3.36,3.19,4.67,4.15,4.4,7.82,8.49,6.97,8.51,8.76,7.75,1.85,2.21,2.07,EoYnc,2015-10-05,2001-05-09
706,NfwRf,Onder 15,2e meting,170.2,129.9,81.8,88.4,54.3,0.94,27.0,21.0,9.0,63.0,51.0,65.0,115.0,33.0,26.0,50.0,33.0,39.0,73.0,1.98,1.86,2.12,3.17,3.67,3.28,4.68,4.53,4.36,8.37,8.11,7.57,8.58,7.98,6.6,2.03,2.17,2.28,EoYnc,2016-04-05,2001-05-09
707,NfwRf,Onder 16,1e meting,171.6,131.2,81.9,89.7,54.2,1.35,20.0,18.0,17.0,40.0,53.0,34.0,102.0,31.0,27.0,59.0,46.0,34.0,62.0,1.99,1.86,1.75,3.39,3.19,3.02,4.54,4.41,4.26,8.43,8.59,9.25,7.45,8.02,8.5,2.09,2.39,1.81,EoYnc,2016-10-05,2001-05-09
708,NfwRf,Onder 16,2e meting,172.3,132.7,81.1,91.2,53.5,1.8,24.0,10.0,11.0,61.0,53.0,51.0,115.0,23.0,30.0,54.0,44.0,43.0,68.0,1.89,1.71,1.97,3.25,3.1,3.16,4.53,4.42,4.67,8.28,8.54,7.88,7.97,7.26,6.99,2.35,2.02,2.21,EoYnc,2017-04-05,2001-05-09
709,NfwRf,Onder 17,1e meting,173.1,133.6,81.1,92.1,53.5,2.19,21.0,20.0,14.0,47.0,63.0,58.0,100.0,38.0,29.0,63.0,31.0,34.0,102.0,1.85,1.96,1.87,3.35,3.09,3.38,4.53,4.04,4.57,8.04,8.75,8.47,8.07,7.81,7.21,2.42,2.5,2.18,EoYnc,2017-10-05,2001-05-09
710,NfwRf,Onder 17,2e meting,173.8,134.1,81.3,92.6,54.6,2.54,22.0,18.0,18.0,64.0,59.0,61.0,115.0,31.0,32.0,59.0,36.0,34.0,74.0,1.88,1.93,1.92,3.14,3.05,3.22,4.5,4.34,4.13,7.51,7.97,8.34,7.45,7.44,7.35,2.35,2.39,2.21,EoYnc,2018-04-05,2001-05-09
711,nLaYY,Onder 13,1e meting,154.6,115.6,80.5,74.1,41.7,-2.06,25.0,16.0,11.0,64.0,37.0,45.0,117.0,31.0,27.0,63.0,36.0,30.0,57.0,1.89,1.94,2.16,3.88,3.51,3.23,5.05,5.03,4.84,8.36,9.0,9.41,8.73,8.18,7.61,1.76,1.67,1.9,EoYnc,2013-10-05,2001-06-07
712,nLaYY,Onder 13,2e meting,156.1,116.8,80.8,75.3,46.7,-1.66,27.0,14.0,19.0,55.0,53.0,53.0,64.0,23.0,40.0,56.0,30.0,35.0,49.0,2.1,2.08,2.19,3.62,3.34,3.47,5.33,4.94,4.3,9.2,8.35,8.57,8.92,8.67,8.95,1.61,1.8,1.84,EoYnc,2014-04-05,2001-06-07
713,nLaYY,Onder 14,1e meting,157.0,118.4,80.2,76.9,48.1,-1.24,23.0,19.0,14.0,47.0,55.0,55.0,108.0,26.0,31.0,60.0,25.0,34.0,72.0,1.92,1.95,2.03,3.39,3.44,3.42,4.21,5.12,4.93,8.45,8.56,9.11,8.29,8.26,8.91,1.61,1.95,1.82,EoYnc,2014-10-05,2001-06-07
714,nLaYY,Onder 14,2e meting,158.1,119.3,80.3,77.8,47.9,-0.93,30.0,21.0,17.0,56.0,43.0,49.0,100.0,34.0,27.0,54.0,33.0,33.0,73.0,2.03,2.0,1.79,3.27,3.56,3.48,5.03,5.03,4.68,7.99,8.97,8.43,9.04,8.91,7.91,1.61,1.69,1.74,EoYnc,2015-04-05,2001-06-07
715,nLaYY,Onder 15,1e meting,158.7,120.4,79.8,78.9,48.5,-0.57,17.0,19.0,14.0,43.0,48.0,58.0,99.0,32.0,24.0,55.0,34.0,38.0,56.0,1.98,1.97,1.81,3.28,3.49,3.19,4.98,4.55,5.03,8.41,7.82,8.69,8.66,8.41,8.61,2.03,2.22,2.25,EoYnc,2015-10-05,2001-06-07
716,nLaYY,Onder 15,2e meting,160.4,121.5,80.4,80.0,49.5,-0.21,24.0,13.0,11.0,59.0,45.0,43.0,98.0,31.0,34.0,71.0,34.0,32.0,60.0,2.05,1.92,1.86,3.37,3.55,3.36,4.99,4.51,4.67,8.31,8.72,8.84,8.48,7.9,8.39,1.83,1.61,2.16,EoYnc,2016-04-05,2001-06-07
717,nLaYY,Onder 16,1e meting,160.6,122.0,80.1,80.5,48.3,0.06,29.0,16.0,10.0,49.0,43.0,49.0,109.0,35.0,33.0,51.0,41.0,41.0,76.0,1.82,2.01,2.01,3.16,3.27,2.85,5.04,4.63,4.45,8.89,8.76,7.79,8.03,8.0,6.98,2.33,2.37,2.04,EoYnc,2016-10-05,2001-06-07
718,nLaYY,Onder 16,2e meting,161.8,123.0,80.3,81.5,48.0,0.41,19.0,22.0,23.0,45.0,37.0,47.0,98.0,31.0,26.0,56.0,37.0,40.0,74.0,2.0,2.04,2.15,3.28,3.35,3.08,4.14,4.5,5.02,8.9,7.82,7.37,8.56,7.82,9.36,2.15,1.93,1.96,EoYnc,2017-04-05,2001-06-07
719,nLaYY,Onder 17,1e meting,163.0,124.3,80.2,82.8,48.9,0.83,23.0,27.0,23.0,45.0,49.0,61.0,128.0,30.0,35.0,55.0,28.0,31.0,53.0,1.72,1.85,1.76,3.19,3.05,3.22,4.37,4.7,4.32,7.86,8.22,7.74,7.54,7.79,8.0,2.37,2.2,2.84,EoYnc,2017-10-05,2001-06-07
720,nLaYY,Onder 17,2e meting,163.7,125.4,79.8,83.9,48.4,1.21,21.0,4.0,16.0,41.0,51.0,59.0,125.0,25.0,30.0,67.0,35.0,43.0,92.0,2.09,1.91,2.0,3.05,3.03,2.85,4.54,4.45,4.36,8.88,8.14,8.53,8.25,8.93,8.6,2.39,2.12,2.42,EoYnc,2018-04-05,2001-06-07
721,NMkqJ,Onder 13,1e meting,165.5,124.5,82.5,83.0,47.5,-1.16,26.0,11.0,6.0,62.0,43.0,54.0,58.0,23.0,36.0,55.0,32.0,28.0,60.0,2.09,2.06,2.04,3.12,3.41,3.54,5.33,4.35,4.48,9.36,8.95,8.26,9.19,8.9,8.06,1.77,1.84,1.59,EoYnc,2013-10-05,2001-09-19
722,NMkqJ,Onder 13,2e meting,166.6,125.8,82.3,84.3,52.1,-0.73,23.0,19.0,6.0,53.0,41.0,57.0,133.0,19.0,28.0,68.0,29.0,36.0,71.0,2.02,2.02,2.16,3.35,3.21,3.5,5.14,5.15,5.81,8.8,8.68,9.01,8.63,8.37,8.22,1.63,1.84,2.03,EoYnc,2014-04-05,2001-09-19
723,NMkqJ,Onder 14,1e meting,167.9,127.0,82.4,85.5,55.2,-0.32,22.0,31.0,20.0,71.0,41.0,61.0,96.0,30.0,30.0,48.0,35.0,39.0,72.0,1.73,2.14,1.92,3.7,4.1,3.27,5.31,4.82,4.33,8.79,8.72,8.57,8.43,8.64,8.7,1.87,1.79,1.76,EoYnc,2014-10-05,2001-09-19
724,NMkqJ,Onder 14,2e meting,168.8,128.5,81.8,87.0,55.0,0.1,24.0,19.0,19.0,79.0,58.0,51.0,97.0,33.0,33.0,47.0,40.0,36.0,65.0,2.11,1.99,2.05,3.48,3.4,3.35,4.81,4.92,4.85,8.6,8.4,8.6,9.3,8.53,8.51,1.76,1.75,2.43,EoYnc,2015-04-05,2001-09-19
725,NMkqJ,Onder 15,1e meting,170.1,129.5,82.2,88.0,54.0,0.45,22.0,19.0,13.0,67.0,45.0,54.0,115.0,35.0,29.0,65.0,31.0,41.0,74.0,1.9,2.03,1.84,3.29,3.55,3.17,4.99,4.66,4.44,8.35,8.67,7.96,8.59,9.04,8.56,1.96,2.42,2.18,EoYnc,2015-10-05,2001-09-19
726,NMkqJ,Onder 15,2e meting,170.8,129.7,82.6,88.2,54.8,0.73,19.0,15.0,25.0,43.0,52.0,55.0,119.0,29.0,31.0,59.0,31.0,34.0,83.0,2.0,1.91,2.04,3.59,3.41,3.67,4.34,4.77,4.62,8.25,8.55,7.8,8.63,8.28,7.85,1.92,2.28,2.24,EoYnc,2016-04-05,2001-09-19
727,NMkqJ,Onder 16,1e meting,171.9,131.0,82.4,89.5,53.9,1.13,19.0,15.0,19.0,60.0,62.0,49.0,96.0,26.0,39.0,63.0,41.0,24.0,82.0,1.92,1.74,1.92,3.18,3.34,3.27,4.69,4.5,4.85,7.84,7.74,9.17,8.38,8.25,8.0,1.98,1.84,2.02,EoYnc,2016-10-05,2001-09-19
728,NMkqJ,Onder 16,2e meting,173.1,132.3,82.3,90.8,54.5,1.56,26.0,33.0,9.0,31.0,66.0,51.0,126.0,27.0,33.0,63.0,27.0,40.0,84.0,1.92,1.93,1.87,3.14,3.04,3.31,4.17,4.15,4.41,8.48,8.11,8.24,8.12,8.72,8.08,1.87,1.97,2.22,EoYnc,2017-04-05,2001-09-19
729,NMkqJ,Onder 17,1e meting,174.4,133.0,82.9,91.5,54.0,1.91,26.0,19.0,18.0,33.0,43.0,58.0,119.0,23.0,26.0,50.0,31.0,24.0,43.0,1.93,1.86,1.81,3.24,3.39,2.89,4.21,4.61,4.4,8.32,8.41,7.63,8.25,8.11,7.68,2.25,2.06,2.08,EoYnc,2017-10-05,2001-09-19
730,NMkqJ,Onder 17,2e meting,174.5,134.0,82.0,92.5,55.1,2.33,24.0,21.0,14.0,55.0,49.0,55.0,112.0,26.0,34.0,59.0,48.0,36.0,51.0,1.94,1.96,1.94,3.36,3.45,3.31,4.49,4.32,4.09,8.67,8.16,8.58,7.89,7.73,8.45,1.88,1.94,2.04,EoYnc,2018-04-05,2001-09-19
731,NmydP,Onder 13,1e meting,161.7,122.0,81.2,80.5,67.9,-0.92,27.0,16.0,7.0,58.0,58.0,47.0,68.0,35.0,17.0,47.0,24.0,37.0,67.0,2.03,2.17,1.78,3.34,3.71,3.12,5.27,4.93,5.53,9.29,8.97,8.61,8.63,8.78,8.48,1.47,1.8,1.79,EoYnc,2013-10-05,2001-03-30
732,NmydP,Onder 13,2e meting,163.4,123.2,81.8,81.7,72.4,-0.51,21.0,20.0,17.0,54.0,43.0,50.0,108.0,22.0,36.0,61.0,33.0,22.0,67.0,2.15,1.95,2.15,3.53,3.23,3.21,5.24,4.7,4.59,8.16,9.88,9.04,9.06,8.99,9.59,1.86,1.64,1.73,EoYnc,2014-04-05,2001-03-30
733,NmydP,Onder 14,1e meting,164.6,124.1,82.0,82.6,75.8,-0.13,23.0,17.0,15.0,67.0,46.0,50.0,95.0,23.0,33.0,62.0,23.0,38.0,91.0,2.11,1.99,1.99,3.55,3.46,3.45,5.09,5.02,4.99,8.71,9.23,8.85,8.89,8.36,9.14,2.02,1.77,2.28,EoYnc,2014-10-05,2001-03-30
734,NmydP,Onder 14,2e meting,165.7,125.1,82.1,83.6,74.4,0.2,19.0,27.0,18.0,37.0,38.0,47.0,105.0,33.0,32.0,64.0,21.0,40.0,58.0,1.91,2.01,1.86,3.49,3.61,3.48,4.76,4.53,4.9,9.03,8.7,8.55,9.42,7.76,8.81,1.59,1.97,1.96,EoYnc,2015-04-05,2001-03-30
735,NmydP,Onder 15,1e meting,166.2,126.3,81.4,84.8,74.0,0.57,24.0,17.0,20.0,48.0,62.0,59.0,103.0,35.0,27.0,61.0,38.0,36.0,69.0,1.86,2.1,2.04,3.32,3.44,3.24,4.21,4.73,4.33,8.63,8.04,8.27,8.09,8.64,8.56,1.91,2.12,2.19,EoYnc,2015-10-05,2001-03-30
736,NmydP,Onder 15,2e meting,166.8,127.3,81.0,85.8,74.6,0.95,22.0,12.0,11.0,59.0,47.0,58.0,87.0,29.0,26.0,56.0,27.0,39.0,69.0,1.82,1.95,2.06,3.38,3.52,3.12,4.85,4.47,4.56,7.93,8.89,9.18,8.14,7.98,8.47,1.84,2.3,2.04,EoYnc,2016-04-05,2001-03-30
737,NmydP,Onder 16,1e meting,168.1,128.8,80.8,87.3,74.2,1.38,21.0,27.0,13.0,65.0,51.0,50.0,123.0,32.0,29.0,65.0,31.0,32.0,74.0,1.81,1.8,1.96,3.51,3.14,3.0,4.4,4.21,4.67,8.55,8.15,8.77,7.83,8.34,7.73,2.0,2.24,1.82,EoYnc,2016-10-05,2001-03-30
738,NmydP,Onder 16,2e meting,169.2,129.5,81.2,88.0,75.6,1.73,20.0,18.0,25.0,59.0,48.0,55.0,134.0,26.0,28.0,82.0,29.0,30.0,80.0,1.84,1.69,2.01,3.18,3.05,3.46,4.42,4.69,3.45,7.98,7.69,9.08,7.93,8.39,9.36,1.91,1.81,2.18,EoYnc,2017-04-05,2001-03-30
739,NmydP,Onder 17,1e meting,169.8,130.3,81.0,88.8,75.0,2.08,24.0,21.0,20.0,56.0,49.0,41.0,111.0,31.0,37.0,63.0,39.0,15.0,58.0,1.85,1.96,1.79,3.09,3.35,3.19,4.18,4.37,4.16,7.91,7.83,8.03,8.39,8.25,8.26,2.36,2.46,1.78,EoYnc,2017-10-05,2001-03-30
740,NmydP,Onder 17,2e meting,171.3,131.5,81.3,90.0,75.1,2.5,22.0,19.0,15.0,56.0,34.0,39.0,104.0,29.0,31.0,59.0,38.0,64.0,29.0,1.7,1.87,1.81,3.36,3.32,3.18,3.93,4.63,4.57,8.28,7.98,7.77,8.42,8.32,8.34,2.49,2.3,2.31,EoYnc,2018-04-05,2001-03-30
741,o5CxP,Onder 13,1e meting,164.4,122.9,83.0,81.4,59.8,-0.95,18.0,21.0,12.0,56.0,47.0,46.0,35.0,20.0,34.0,31.0,35.0,30.0,71.0,2.06,1.99,1.92,3.62,3.48,3.26,5.01,4.75,6.02,8.84,8.84,8.19,8.18,8.67,8.8,1.74,1.94,1.66,EoYnc,2013-10-05,2001-04-02
742,o5CxP,Onder 13,2e meting,165.4,124.3,82.7,82.8,64.1,-0.51,25.0,25.0,9.0,43.0,58.0,46.0,60.0,30.0,25.0,65.0,22.0,27.0,58.0,2.12,2.09,2.11,3.56,3.74,3.47,5.0,4.92,4.75,8.66,8.96,8.48,8.34,9.12,7.67,1.71,1.9,1.83,EoYnc,2014-04-05,2001-04-02
743,o5CxP,Onder 14,1e meting,167.0,125.0,83.4,83.5,67.2,-0.16,22.0,20.0,4.0,60.0,53.0,52.0,103.0,32.0,29.0,62.0,28.0,39.0,72.0,1.95,1.94,1.9,3.51,3.51,3.49,4.19,4.76,5.14,9.65,8.46,8.59,8.25,8.67,8.24,1.86,1.92,1.69,EoYnc,2014-10-05,2001-04-02
744,o5CxP,Onder 14,2e meting,168.2,126.7,83.0,85.2,66.5,0.26,13.0,23.0,9.0,47.0,66.0,61.0,91.0,27.0,29.0,59.0,28.0,32.0,64.0,1.87,2.13,1.94,3.43,3.19,3.37,5.25,4.99,5.13,8.33,8.82,8.25,8.71,8.79,9.21,1.94,1.6,1.98,EoYnc,2015-04-05,2001-04-02
745,o5CxP,Onder 15,1e meting,168.9,127.1,83.3,85.6,67.2,0.56,26.0,21.0,14.0,67.0,55.0,57.0,120.0,29.0,38.0,36.0,31.0,41.0,63.0,1.89,1.86,1.71,3.3,3.26,3.0,4.96,5.03,4.54,8.48,7.78,8.11,8.37,8.02,8.59,1.61,1.85,2.06,EoYnc,2015-10-05,2001-04-02
746,o5CxP,Onder 15,2e meting,169.7,128.3,82.9,86.8,66.2,0.94,22.0,20.0,5.0,59.0,50.0,47.0,109.0,31.0,30.0,66.0,37.0,39.0,54.0,1.86,1.86,2.25,3.26,3.52,3.36,4.72,4.01,4.27,8.71,8.22,9.08,8.26,8.08,8.93,1.82,1.66,2.08,EoYnc,2016-04-05,2001-04-02
747,o5CxP,Onder 16,1e meting,171.4,129.3,83.5,87.8,66.5,1.31,26.0,15.0,16.0,68.0,60.0,54.0,126.0,30.0,22.0,81.0,33.0,35.0,72.0,1.63,1.93,1.88,3.07,3.07,3.03,4.43,4.59,3.87,8.54,7.81,9.65,7.98,8.58,8.43,2.16,2.16,2.15,EoYnc,2016-10-05,2001-04-02
748,o5CxP,Onder 16,2e meting,172.0,130.4,83.1,88.9,66.0,1.7,22.0,16.0,12.0,35.0,62.0,50.0,140.0,24.0,28.0,46.0,30.0,33.0,57.0,1.95,2.06,1.87,3.34,3.26,3.35,4.52,4.56,5.49,8.53,7.88,8.01,8.13,8.47,9.17,1.86,2.16,2.12,EoYnc,2017-04-05,2001-04-02
749,o5CxP,Onder 17,1e meting,173.2,131.9,82.8,90.4,66.5,2.17,14.0,17.0,26.0,40.0,57.0,64.0,106.0,32.0,38.0,64.0,39.0,48.0,98.0,1.85,1.98,1.86,3.12,3.02,3.4,4.74,4.68,4.66,7.9,7.49,8.55,8.56,7.47,7.37,2.31,2.45,2.2,EoYnc,2017-10-05,2001-04-02
750,o5CxP,Onder 17,2e meting,173.9,132.7,82.7,91.2,67.6,2.55,20.0,11.0,21.0,70.0,60.0,59.0,128.0,24.0,36.0,65.0,39.0,54.0,47.0,1.92,1.77,2.02,3.24,2.92,2.93,4.22,4.58,4.5,8.47,8.18,8.19,9.05,8.49,7.51,1.9,2.35,2.29,EoYnc,2018-04-05,2001-04-02
751,O75mz,Onder 13,1e meting,162.2,117.4,86.3,75.9,49.3,-1.74,17.0,11.0,18.0,25.0,51.0,32.0,120.0,29.0,28.0,48.0,27.0,30.0,37.0,2.07,2.05,1.73,3.6,3.81,2.8,4.92,4.96,5.16,8.98,8.37,8.77,8.86,8.73,8.78,1.85,1.68,1.63,EoYnc,2013-10-05,2001-04-26
